,Age,Assets_Rs,Constituency,Criminal_Cases,Education,Liabilities_Rs,Link,Name,Party,State,Winner,Year
7,65,4704309,KRISHNAGIRI,11,Graduate,0,candidate.php?candidate_id=7066,Mani.G.K,PMK,TAMIL NADU,0,2014
8,38,172000,KRISHNAGIRI,0,5th Pass,0,candidate.php?candidate_id=7067,Muniraj.K,Ulzaipali Makkal Katchy,TAMIL NADU,0,2014
9,41,3993522,KRISHNAGIRI,0,12th Pass,0,candidate.php?candidate_id=7072,Pattabirama.C,IND,TAMIL NADU,0,2014
10,57,6166935,KRISHNAGIRI,0,10th Pass,1950000,candidate.php?candidate_id=7070,Saravanan.V,IND,TAMIL NADU,0,2014
11,33,1608000,KRISHNAGIRI,0,10th Pass,0,candidate.php?candidate_id=7071,Soundarajan.M,IND,TAMIL NADU,0,2014
12,56,184000,KRISHNAGIRI,0,10th Pass,78000,candidate.php?candidate_id=7065,Sundaram.S,United Communist Party of India,TAMIL NADU,0,2014
13,29,478000,KRISHNAGIRI,0,12th Pass,0,candidate.php?candidate_id=7074,Vinothkumar.P,IND,TAMIL NADU,0,2014
14,42,2545000,KRISHNAGIRI,0,8th Pass,900000,candidate.php?candidate_id=7073,Virginiya Benatin Franciles,IND,TAMIL NADU,0,2014
0,45,72503060,MADURAI,0,Graduate,7406366,candidate.php?candidate_id=3965,R.Gopalakrishnan,AIADMK,TAMIL NADU,1,2014
1,49,51000,MADURAI,0,Illiterate,0,candidate.php?candidate_id=7501,A Thavamani,BSP,TAMIL NADU,0,2014
2,41,262590,MADURAI,0,8th Pass,0,candidate.php?candidate_id=7496,A.Kannan,IND,TAMIL NADU,0,2014
3,52,2591109,MADURAI,0,10th Pass,0,candidate.php?candidate_id=3841,B.Vikraman,CPI(M),TAMIL NADU,0,2014
4,53,105000,MADURAI,0,Graduate,0,candidate.php?candidate_id=3839,Bharathi Kannamma,IND,TAMIL NADU,0,2014
5,43,12866994,MADURAI,2,Post Graduate,4084000,candidate.php?candidate_id=7502,D Sivamuthu Kumar,DMDK,TAMIL NADU,0,2014
6,36,101000,MADURAI,0,Graduate,0,candidate.php?candidate_id=7495,G.Kannan,IND,TAMIL NADU,0,2014
7,76,7492013,MADURAI,0,Post Graduate,0,candidate.php?candidate_id=3842,G.Maria Joseph Xaviour,IND,TAMIL NADU,0,2014
8,27,488000,MADURAI,0,Post Graduate,40000,candidate.php?candidate_id=7491,J.Manikandeswaran,IND,TAMIL NADU,0,2014
9,43,315000,MADURAI,0,Post Graduate,0,candidate.php?candidate_id=3840,K.K.Ramesh,IND,TAMIL NADU,0,2014
10,48,6137145,MADURAI,2,8th Pass,1353026,candidate.php?candidate_id=4330,K.Raja,Desiya Forward Bloc,TAMIL NADU,0,2014
11,48,101000,MADURAI,0,Illiterate,0,candidate.php?candidate_id=7492,K.Thangapandi,IND,TAMIL NADU,0,2014
12,45,2213164,MADURAI,0,Post Graduate,620397,candidate.php?candidate_id=7487,M Venkatesan,IND,TAMIL NADU,0,2014
13,38,3798200,MADURAI,6,10th Pass,1040000,candidate.php?candidate_id=4332,M.Gopalakrishnan,IND,TAMIL NADU,0,2014
14,43,4494623,MADURAI,0,Graduate Professional,966227,candidate.php?candidate_id=4328,M.Kamacis,AAP,TAMIL NADU,0,2014
15,65,4235311,MADURAI,0,Post Graduate,80000,candidate.php?candidate_id=7490,M.Meenakshisundaram,IND,TAMIL NADU,0,2014
16,38,245086,MADURAI,0,5th Pass,0,candidate.php?candidate_id=4331,M.Mohammed Ali,Samata Party,TAMIL NADU,0,2014
17,68,7200000,MADURAI,0,10th Pass,2100000,candidate.php?candidate_id=7499,N Alagu Muthu Velayudam,IND,TAMIL NADU,0,2014
18,35,905000,MADURAI,2,Literate,284000,candidate.php?candidate_id=4326,P.Chandrabose,IND,TAMIL NADU,0,2014
19,45,72803120,MADURAI,0,Graduate,7406426,candidate.php?candidate_id=7493,P.Gopalakrishnan,IND,TAMIL NADU,0,2014
20,42,1003650,MADURAI,0,Graduate Professional,260000,candidate.php?candidate_id=7486,P.Jeyakumar,IND,TAMIL NADU,0,2014
21,38,3742169,MADURAI,0,10th Pass,3012000,candidate.php?candidate_id=4333,P.Ramasubramanian,IND,TAMIL NADU,0,2014
22,45,261000,MADURAI,0,Graduate Professional,0,candidate.php?candidate_id=7498,S.Arivudainambi,IND,TAMIL NADU,0,2014
23,67,230000,MADURAI,0,10th Pass,0,candidate.php?candidate_id=7497,S.Ganesan,IND,TAMIL NADU,0,2014
24,39,20000,MADURAI,0,Illiterate,0,candidate.php?candidate_id=4334,S.Manickavasagam,IND,TAMIL NADU,0,2014
25,38,5559753,MADURAI,0,Post Graduate,0,candidate.php?candidate_id=3964,T.N.Bharath Nachiappan,INC,TAMIL NADU,0,2014
26,57,118530,MADURAI,0,5th Pass,0,candidate.php?candidate_id=7489,T.Ramasamy,IND,TAMIL NADU,0,2014
27,63,38731336,MADURAI,9,Graduate Professional,3600000,candidate.php?candidate_id=7500,V Velusamy,DMK,TAMIL NADU,0,2014
28,45,441200,MADURAI,0,Graduate Professional,0,candidate.php?candidate_id=4327,V.Andichamy,IND,TAMIL NADU,0,2014
29,63,77071122,MADURAI,0,Graduate Professional,6290631,candidate.php?candidate_id=7488,V.G.Ramdoss,IND,TAMIL NADU,0,2014
30,55,67000,MADURAI,0,5th Pass,0,candidate.php?candidate_id=7494,V.Karuppaiah,IND,TAMIL NADU,0,2014
0,47,7378589,MAYILADUTHURAI,1,12th Pass,969756,candidate.php?candidate_id=7075,Bharathi Mohan R.K,AIADMK,TAMIL NADU,1,2014
1,45,6097180,MAYILADUTHURAI,8,Graduate,3045000,candidate.php?candidate_id=7078,Agoram. K,PMK,TAMIL NADU,0,2014
2,61,789651,MAYILADUTHURAI,0,8th Pass,112500,candidate.php?candidate_id=7081,Arumugam. C,IND,TAMIL NADU,0,2014
3,41,808518,MAYILADUTHURAI,1,10th Pass,190000,candidate.php?candidate_id=7088,Fathima Alias Bharathi. R,IND,TAMIL NADU,0,2014
4,52,55500,MAYILADUTHURAI,0,Graduate,0,candidate.php?candidate_id=7082,Gunasekaran.N,IND,TAMIL NADU,0,2014
5,57,11248827,MAYILADUTHURAI,1,10th Pass,0,candidate.php?candidate_id=7080,Hyder Ali.S,Manithaneya Makkal Katchi,TAMIL NADU,0,2014
6,63,10526000,MAYILADUTHURAI,0,Post Graduate,0,candidate.php?candidate_id=7079,Irulappan.V,SP,TAMIL NADU,0,2014
7,36,710000,MAYILADUTHURAI,0,8th Pass,0,candidate.php?candidate_id=7092,Jarina Begam. N,IND,TAMIL NADU,0,2014
8,34,255043,MAYILADUTHURAI,0,12th Pass,0,candidate.php?candidate_id=7093,Jeyaprakash. B,IND,TAMIL NADU,0,2014
9,73,84319020,MAYILADUTHURAI,0,Post Graduate,4526676,candidate.php?candidate_id=7076,Mani Shankar Aiyar,INC,TAMIL NADU,0,2014
10,53,110000,MAYILADUTHURAI,0,5th Pass,0,candidate.php?candidate_id=7089,Munusamy.V,IND,TAMIL NADU,0,2014
11,39,840000,MAYILADUTHURAI,0,Others,0,candidate.php?candidate_id=7086,Nagarajan. M,IND,TAMIL NADU,0,2014
12,38,769965,MAYILADUTHURAI,0,10th Pass,0,candidate.php?candidate_id=7087,Pandiyan .R,IND,TAMIL NADU,0,2014
13,33,552881,MAYILADUTHURAI,0,10th Pass,0,candidate.php?candidate_id=7090,Raguraman. A,IND,TAMIL NADU,0,2014
14,57,12500,MAYILADUTHURAI,3,Graduate,0,candidate.php?candidate_id=7077,Rasavelu.K,BSP,TAMIL NADU,0,2014
15,34,6097180,MAYILADUTHURAI,0,10th Pass,3045000,candidate.php?candidate_id=7091,Revathi.A,IND,TAMIL NADU,0,2014
16,53,352590,MAYILADUTHURAI,0,8th Pass,0,candidate.php?candidate_id=7083,Shamsudeen. M,IND,TAMIL NADU,0,2014
17,74,43925000,MAYILADUTHURAI,0,Post Graduate,0,candidate.php?candidate_id=7084,Thirunavukkarasu. R,IND,TAMIL NADU,0,2014
18,52,542922,MAYILADUTHURAI,0,5th Pass,0,candidate.php?candidate_id=7085,Timothy.T,IND,TAMIL NADU,0,2014
0,54,19074709,NAGAPATTINAM,0,Graduate Professional,13629120,candidate.php?candidate_id=7094,Gopal. Dr. K,AIADMK,TAMIL NADU,1,2014
1,29,45000,NAGAPATTINAM,0,Post Graduate,0,candidate.php?candidate_id=7100,Devaki. G,IND,TAMIL NADU,0,2014
2,35,191618,NAGAPATTINAM,0,Graduate Professional,52500,candidate.php?candidate_id=7102,Mohan. G,IND,TAMIL NADU,0,2014
3,58,167000,NAGAPATTINAM,0,5th Pass,0,candidate.php?candidate_id=7101,Murugaiyan. K,IND,TAMIL NADU,0,2014
4,67,3022631,NAGAPATTINAM,0,5th Pass,0,candidate.php?candidate_id=7097,Palanisamy. G,CPI,TAMIL NADU,0,2014
5,46,4240000,NAGAPATTINAM,0,Graduate Professional,93000,candidate.php?candidate_id=7095,Senthilpandian. Thalai. T.A.P,INC,TAMIL NADU,0,2014
6,62,10500,NAGAPATTINAM,0,8th Pass,0,candidate.php?candidate_id=7096,Thangasamy. V,BSP,TAMIL NADU,0,2014
7,62,1283271,NAGAPATTINAM,0,Illiterate,0,candidate.php?candidate_id=7099,Vadivel Ravanan,PMK,TAMIL NADU,0,2014
8,52,28140439,NAGAPATTINAM,0,Post Graduate,3925882,candidate.php?candidate_id=7098,Vijayan. A.K.S,DMK,TAMIL NADU,0,2014
0,62,126539914,NAMAKKAL,0,Graduate,92677412,candidate.php?candidate_id=3943,Sundaram P.R,AIADMK,TAMIL NADU,1,2014
1,41,43275164,NAMAKKAL,0,Post Graduate,2061000,candidate.php?candidate_id=5673,Chellakumarasamy.T.S,AAP,TAMIL NADU,0,2014
2,32,420000,NAMAKKAL,0,8th Pass,0,candidate.php?candidate_id=5688,Dharmalingam.M,IND,TAMIL NADU,0,2014
3,50,33049195,NAMAKKAL,0,Post Graduate,800000,candidate.php?candidate_id=5676,Gandhiselvan.S,DMK,TAMIL NADU,0,2014
4,48,146000,NAMAKKAL,0,Illiterate,0,candidate.php?candidate_id=5690,Gnanapandithan.P,RPI(A),TAMIL NADU,0,2014
5,33,480184,NAMAKKAL,4,8th Pass,81600,candidate.php?candidate_id=5670,Gunasekaran.S,IND,TAMIL NADU,0,2014
6,54,1158000,NAMAKKAL,0,Graduate Professional,0,candidate.php?candidate_id=5678,Kalaivanan.M,JD(S),TAMIL NADU,0,2014
7,35,1000,NAMAKKAL,0,Graduate Professional,0,candidate.php?candidate_id=3945,Krishnan.M,IND,TAMIL NADU,0,2014
8,46,1425800,NAMAKKAL,0,Graduate,0,candidate.php?candidate_id=5687,Murali.V,IND,TAMIL NADU,0,2014
9,47,17205000,NAMAKKAL,0,8th Pass,1400000,candidate.php?candidate_id=5685,Natarajan.M,IND,TAMIL NADU,0,2014
10,49,2086049,NAMAKKAL,0,12th Pass,0,candidate.php?candidate_id=5689,Panneerselvam.S,IND,TAMIL NADU,0,2014
11,61,4196631,NAMAKKAL,0,12th Pass,390477,candidate.php?candidate_id=3942,Perumal.A,IND,TAMIL NADU,0,2014
12,41,488500,NAMAKKAL,0,Others,0,candidate.php?candidate_id=5669,Ponmudi.P,IND,TAMIL NADU,0,2014
13,58,996000,NAMAKKAL,0,12th Pass,0,candidate.php?candidate_id=5684,Ramajeyam.G,IND,TAMIL NADU,0,2014
14,60,30000,NAMAKKAL,0,Illiterate,0,candidate.php?candidate_id=4039,Ramasamy.N,IND,TAMIL NADU,0,2014
15,49,605332,NAMAKKAL,0,12th Pass,0,candidate.php?candidate_id=5675,Ramasamy.P,IND,TAMIL NADU,0,2014
16,38,1265000,NAMAKKAL,0,5th Pass,0,candidate.php?candidate_id=5683,Sakthivel.S.P,IND,TAMIL NADU,0,2014
17,40,91614000,NAMAKKAL,0,Post Graduate,2000000,candidate.php?candidate_id=5686,Selvam.G,IND,TAMIL NADU,0,2014
18,50,201000,NAMAKKAL,0,8th Pass,0,candidate.php?candidate_id=5672,Selvaraj.R,BSP,TAMIL NADU,0,2014
19,40,3271000,NAMAKKAL,0,8th Pass,0,candidate.php?candidate_id=5680,Selvaraj.S,IND,TAMIL NADU,0,2014
20,50,Nil,NAMAKKAL,0,5th Pass,0,candidate.php?candidate_id=5679,Sivaji.S.M,IND,TAMIL NADU,0,2014
21,44,475000,NAMAKKAL,0,10th Pass,0,candidate.php?candidate_id=5681,Subramani.S,IND,TAMIL NADU,0,2014
22,42,60136119,NAMAKKAL,0,Post Graduate,26717382,candidate.php?candidate_id=3941,Subramaniyan G.R,INC,TAMIL NADU,0,2014
23,48,136000,NAMAKKAL,0,12th Pass,0,candidate.php?candidate_id=4038,Vadivel.R,Ulzaipali Makkal Katchy,TAMIL NADU,0,2014
24,57,93414188,NAMAKKAL,0,Graduate Professional,20086406,candidate.php?candidate_id=4299,Vel.S.K,DMDK,TAMIL NADU,0,2014
25,36,6495000,NAMAKKAL,1,10th Pass,1930000,candidate.php?candidate_id=5682,Velusamy.S,Tamil Nadu Makkal Congress,TAMIL NADU,0,2014
0,52,10941189,NILGIRIS,0,Post Graduate,1224754,candidate.php?candidate_id=7106,"Gopalakrishnan, C.",AIADMK,TAMIL NADU,1,2014
1,68,Nil,NILGIRIS,0,Post Graduate,0,candidate.php?candidate_id=7112,"Balan, P.P.",IND,TAMIL NADU,0,2014
2,53,10000,NILGIRIS,0,8th Pass,0,candidate.php?candidate_id=7108,"Eswaran, T.",Makkal Manadu Katchi,TAMIL NADU,0,2014
3,54,3575000,NILGIRIS,0,Graduate,538000,candidate.php?candidate_id=7105,"Gandhi, P.",INC,TAMIL NADU,0,2014
4,28,87000,NILGIRIS,0,12th Pass,0,candidate.php?candidate_id=7109,"Gunasekaran, K.",RPI(A),TAMIL NADU,0,2014
5,44,196000,NILGIRIS,0,Post Graduate,0,candidate.php?candidate_id=7104,"Kala, M.",BSP,TAMIL NADU,0,2014
6,37,Nil,NILGIRIS,1,Illiterate,0,candidate.php?candidate_id=7110,"Ponnusamy, P.",CPI(ML) Red Star,TAMIL NADU,0,2014
7,50,36055771,NILGIRIS,1,Graduate Professional,3965347,candidate.php?candidate_id=7103,"Raja, A.",DMK,TAMIL NADU,0,2014
8,60,6000000,NILGIRIS,0,Post Graduate,0,candidate.php?candidate_id=7107,"Rani, M.T.",AAP,TAMIL NADU,0,2014
9,68,1005000,NILGIRIS,0,Literate,0,candidate.php?candidate_id=7111,"Subramaniyam, P.",IND,TAMIL NADU,0,2014
0,51,24570213,PERAMBALUR,0,Post Graduate,0,candidate.php?candidate_id=3953,R.P.Marutharajaa,AIADMK,TAMIL NADU,1,2014
1,41,8165500,PERAMBALUR,0,10th Pass,340000,candidate.php?candidate_id=7120,"Abdul Rahman, R.",IND,TAMIL NADU,0,2014
2,70,6300000,PERAMBALUR,0,Post Graduate,0,candidate.php?candidate_id=7124,"Anbil Thangamani, K.",IND,TAMIL NADU,0,2014
3,37,2700000,PERAMBALUR,0,12th Pass,0,candidate.php?candidate_id=7122,"Chinna Rajendran, C.",IND,TAMIL NADU,0,2014
4,47,2163000,PERAMBALUR,0,10th Pass,0,candidate.php?candidate_id=7127,"Mani, P.",IND,TAMIL NADU,0,2014
5,33,930000,PERAMBALUR,0,8th Pass,180000,candidate.php?candidate_id=7128,"Marutharaj, P.",IND,TAMIL NADU,0,2014
6,65,2025000,PERAMBALUR,0,Not Given,0,candidate.php?candidate_id=7125,"Pachamuthu, N.",IND,TAMIL NADU,0,2014
7,72,776948435,PERAMBALUR,1,Post Graduate,30885280,candidate.php?candidate_id=7115,"Parivendar Pachamuthu, T.R.",BJP,TAMIL NADU,0,2014
8,33,1850000,PERAMBALUR,0,10th Pass,0,candidate.php?candidate_id=7126,"Prabu, S.",IND,TAMIL NADU,0,2014
9,42,540000,PERAMBALUR,0,10th Pass,0,candidate.php?candidate_id=7129,"Rajasekar, T.",IND,TAMIL NADU,0,2014
10,53,23598000,PERAMBALUR,4,Graduate,0,candidate.php?candidate_id=7113,"Rajasekaran, M.,",INC,TAMIL NADU,0,2014
11,39,805000,PERAMBALUR,0,Not Given,0,candidate.php?candidate_id=7118,"Ramar Yadav, K.",Tamil Nadu Makkal Congress,TAMIL NADU,0,2014
12,54,1350950,PERAMBALUR,0,8th Pass,0,candidate.php?candidate_id=7130,"Rengaraju, M.",IND,TAMIL NADU,0,2014
13,44,18402538,PERAMBALUR,0,Others,0,candidate.php?candidate_id=7116,"Seemanur Prabu, S.",DMK,TAMIL NADU,0,2014
14,58,2152232,PERAMBALUR,0,Post Graduate,38000,candidate.php?candidate_id=7114,"Selvaraj, V.M.",BSP,TAMIL NADU,0,2014
15,31,391003,PERAMBALUR,0,12th Pass,0,candidate.php?candidate_id=7121,"Sivaperumal, K.",IND,TAMIL NADU,0,2014
16,34,2880137,PERAMBALUR,0,12th Pass,0,candidate.php?candidate_id=7123,"Subramani, D.",IND,TAMIL NADU,0,2014
17,51,2015076,PERAMBALUR,0,Literate,136382,candidate.php?candidate_id=7119,"Thozhar Tamilselvan, P.",United Communist Party of India,TAMIL NADU,0,2014
18,32,750000,PERAMBALUR,1,12th Pass,0,candidate.php?candidate_id=7131,"Vadivelu, P.",IND,TAMIL NADU,0,2014
19,53,81000,PERAMBALUR,0,5th Pass,0,candidate.php?candidate_id=7133,"Velayutham, C.",IND,TAMIL NADU,0,2014
20,60,863000,PERAMBALUR,0,10th Pass,0,candidate.php?candidate_id=7132,"Viswanathan, A.",IND,TAMIL NADU,0,2014
0,42,231430367,POLLACHI,0,Post Graduate,18128825,candidate.php?candidate_id=7137,Mahendran.C,AIADMK,TAMIL NADU,1,2014
1,54,9050000,POLLACHI,0,10th Pass,0,candidate.php?candidate_id=7144,Deivasigamani.K,IND,TAMIL NADU,0,2014
2,43,2391135,POLLACHI,0,8th Pass,600000,candidate.php?candidate_id=7140,Easwaran . R,IND,TAMIL NADU,0,2014
3,52,283641697,POLLACHI,0,Graduate Professional,146250595,candidate.php?candidate_id=7134,Eswaran.E.R.,BJP,TAMIL NADU,0,2014
4,43,11346000,POLLACHI,0,12th Pass,0,candidate.php?candidate_id=7143,Karthikeyan. Pon,IND,TAMIL NADU,0,2014
5,31,522,POLLACHI,0,Post Graduate,0,candidate.php?candidate_id=7141,Kathiravan. K,IND,TAMIL NADU,0,2014
6,41,5377000,POLLACHI,0,Post Graduate,300000,candidate.php?candidate_id=7142,Kathiresan. L,IND,TAMIL NADU,0,2014
7,44,13000,POLLACHI,0,Literate,9000,candidate.php?candidate_id=7148,Mahendran. M,IND,TAMIL NADU,0,2014
8,32,2602000,POLLACHI,0,Graduate Professional,0,candidate.php?candidate_id=7138,Manoharan.M,BSP,TAMIL NADU,0,2014
9,47,6658000,POLLACHI,0,8th Pass,2625000,candidate.php?candidate_id=7149,Mary Stella. M,IND,TAMIL NADU,0,2014
10,49,7658116,POLLACHI,0,8th Pass,5200000,candidate.php?candidate_id=7145,Palanisamy. N,IND,TAMIL NADU,0,2014
11,46,1486600,POLLACHI,0,Literate,325000,candidate.php?candidate_id=7146,Palanisamy. V,IND,TAMIL NADU,0,2014
12,67,406806230,POLLACHI,3,Graduate,0,candidate.php?candidate_id=7136,Pongalur Palanisamy.N,DMK,TAMIL NADU,0,2014
13,34,145000,POLLACHI,0,12th Pass,0,candidate.php?candidate_id=7147,Prabhu. J,IND,TAMIL NADU,0,2014
14,47,129378,POLLACHI,0,12th Pass,0,candidate.php?candidate_id=7151,Rajendran. M,IND,TAMIL NADU,0,2014
15,63,7571000,POLLACHI,0,Graduate,0,candidate.php?candidate_id=7150,Ramasamy. K,IND,TAMIL NADU,0,2014
16,39,497545,POLLACHI,0,Post Graduate,0,candidate.php?candidate_id=7139,Sathish Kumar .L,SP,TAMIL NADU,0,2014
17,56,54282853,POLLACHI,0,Post Graduate,8800000,candidate.php?candidate_id=7135,Selvaraj,INC,TAMIL NADU,0,2014
0,65,33582876,RAMANATHAPURAM,0,Graduate,2700000,candidate.php?candidate_id=7152,Anwhar Raajhaa.A,AIADMK,TAMIL NADU,1,2014
1,70,13660000,RAMANATHAPURAM,0,Graduate,0,candidate.php?candidate_id=7163,Allapichai .E,IND,TAMIL NADU,0,2014
2,62,1460000,RAMANATHAPURAM,0,8th Pass,370000,candidate.php?candidate_id=7161,Amirthalingam .U,IND,TAMIL NADU,0,2014
3,49,7080000,RAMANATHAPURAM,0,Post Graduate,1300000,candidate.php?candidate_id=7160,Annamalai .S,IND,TAMIL NADU,0,2014
4,47,81788578,RAMANATHAPURAM,4,Post Graduate,19687720,candidate.php?candidate_id=7158,Arasakumar B.T.,Desiya Forward Bloc,TAMIL NADU,0,2014
5,52,620000,RAMANATHAPURAM,0,Not Given,110000,candidate.php?candidate_id=7162,Ayyappan .S,IND,TAMIL NADU,0,2014
6,35,9651,RAMANATHAPURAM,0,Post Graduate,5500,candidate.php?candidate_id=7164,Azhagu Meena .A,IND,TAMIL NADU,0,2014
7,42,4355000,RAMANATHAPURAM,1,Not Given,500000,candidate.php?candidate_id=7174,Balakrishnan .S.S.,IND,TAMIL NADU,0,2014
8,30,134022,RAMANATHAPURAM,0,Post Graduate,240000,candidate.php?candidate_id=7167,Gokila .K,IND,TAMIL NADU,0,2014
9,33,570000,RAMANATHAPURAM,0,Graduate,0,candidate.php?candidate_id=7168,Gopal .R,IND,TAMIL NADU,0,2014
10,35,20000,RAMANATHAPURAM,0,10th Pass,0,candidate.php?candidate_id=7165,Kannathasan .R,IND,TAMIL NADU,0,2014
11,51,770000,RAMANATHAPURAM,0,5th Pass,1000000,candidate.php?candidate_id=7166,Kasirajan .N,IND,TAMIL NADU,0,2014
12,57,24225393,RAMANATHAPURAM,0,Graduate Professional,0,candidate.php?candidate_id=7154,Kuppuramu .D,BJP,TAMIL NADU,0,2014
13,36,900000,RAMANATHAPURAM,0,Graduate,0,candidate.php?candidate_id=7177,Manivasagam,IND,TAMIL NADU,0,2014
14,69,294761445,RAMANATHAPURAM,0,Graduate Professional,47707836,candidate.php?candidate_id=7157,Mohamed Jaleel .S,DMK,TAMIL NADU,0,2014
15,38,73867,RAMANATHAPURAM,0,5th Pass,0,candidate.php?candidate_id=7179,Mookaiya .S,IND,TAMIL NADU,0,2014
16,38,538600,RAMANATHAPURAM,1,10th Pass,0,candidate.php?candidate_id=7178,Murugeswari,IND,TAMIL NADU,0,2014
17,51,5640727,RAMANATHAPURAM,5,8th Pass,1245457,candidate.php?candidate_id=7159,Noor Jiyavudeen.M.I,SDPI,TAMIL NADU,0,2014
18,47,120000,RAMANATHAPURAM,1,Graduate,0,candidate.php?candidate_id=7175,Palpandi .C,IND,TAMIL NADU,0,2014
19,53,1225000,RAMANATHAPURAM,0,Graduate,0,candidate.php?candidate_id=7176,Periyasamy .P,IND,TAMIL NADU,0,2014
20,43,75000,RAMANATHAPURAM,0,5th Pass,0,candidate.php?candidate_id=7180,Ravi .K,IND,TAMIL NADU,0,2014
21,31,279000,RAMANATHAPURAM,0,Not Given,0,candidate.php?candidate_id=7169,Sasi Kumar .S,IND,TAMIL NADU,0,2014
22,57,940000,RAMANATHAPURAM,0,Graduate,0,candidate.php?candidate_id=7170,Sathiah .G,IND,TAMIL NADU,0,2014
23,41,695000,RAMANATHAPURAM,0,Post Graduate,0,candidate.php?candidate_id=7155,Sivagurunathan .K,BSP,TAMIL NADU,0,2014
24,61,837800,RAMANATHAPURAM,0,10th Pass,0,candidate.php?candidate_id=7171,Subbiah .M,IND,TAMIL NADU,0,2014
25,47,460000,RAMANATHAPURAM,0,Others,0,candidate.php?candidate_id=7173,Thennarasu .P,IND,TAMIL NADU,0,2014
26,47,850000,RAMANATHAPURAM,0,Graduate Professional,0,candidate.php?candidate_id=7172,Thiagarajan .R,IND,TAMIL NADU,0,2014
27,64,34748520,RAMANATHAPURAM,1,Post Graduate,469666,candidate.php?candidate_id=7156,Thirunnavukkarasar .Su,INC,TAMIL NADU,0,2014
28,49,688550,RAMANATHAPURAM,0,12th Pass,1165000,candidate.php?candidate_id=7153,Uma Mageswari R.T.,CPI,TAMIL NADU,0,2014
29,40,2750000,RAMANATHAPURAM,0,8th Pass,0,candidate.php?candidate_id=7182,Velchsamy .R,IND,TAMIL NADU,0,2014
30,38,30000,RAMANATHAPURAM,0,Graduate,0,candidate.php?candidate_id=7181,Vetrivel .S,IND,TAMIL NADU,0,2014
0,55,32268097,SALEM,0,Graduate Professional,253282,candidate.php?candidate_id=3938,Pannerselvam.V,AIADMK,TAMIL NADU,1,2014
1,31,1800,SALEM,0,Post Graduate,0,candidate.php?candidate_id=4290,Abdul Wahid I,IND,TAMIL NADU,0,2014
2,73,11075983,SALEM,0,10th Pass,0,candidate.php?candidate_id=5693,Arumugam M,IND,TAMIL NADU,0,2014
3,47,451500,SALEM,0,5th Pass,0,candidate.php?candidate_id=7185,Chinnusamy N,IND,TAMIL NADU,0,2014
4,37,1745550,SALEM,0,8th Pass,78214,candidate.php?candidate_id=4295,Govindaraju K,IND,TAMIL NADU,0,2014
5,62,31000,SALEM,0,10th Pass,0,candidate.php?candidate_id=4293,Kandasamy R,IND,TAMIL NADU,0,2014
6,35,150000,SALEM,0,12th Pass,0,candidate.php?candidate_id=5695,Kuppayee R,IND,TAMIL NADU,0,2014
7,45,4100000,SALEM,0,Post Graduate,0,candidate.php?candidate_id=3831,M Ahamed Shahjahan,IND,TAMIL NADU,0,2014
8,53,275100,SALEM,0,10th Pass,0,candidate.php?candidate_id=5698,Mass Ganesh A,Thrinamool Tamil Nadu Congress,TAMIL NADU,0,2014
9,38,6137168,SALEM,0,Others,0,candidate.php?candidate_id=4296,Nandakumar G,IND,TAMIL NADU,0,2014
10,39,1135000,SALEM,1,8th Pass,425000,candidate.php?candidate_id=5706,Panneerselvam N,IND,TAMIL NADU,0,2014
11,34,2971359,SALEM,0,12th Pass,0,candidate.php?candidate_id=5696,Prakasam R,IND,TAMIL NADU,0,2014
12,29,175000,SALEM,0,5th Pass,0,candidate.php?candidate_id=3832,R Venkatesan,RPI(A),TAMIL NADU,0,2014
13,47,1971000,SALEM,1,8th Pass,0,candidate.php?candidate_id=5704,Raja A,IND,TAMIL NADU,0,2014
14,31,691401,SALEM,0,8th Pass,0,candidate.php?candidate_id=5702,Rajakannu A,IND,TAMIL NADU,0,2014
15,35,240204511,SALEM,0,Post Graduate,26229574,candidate.php?candidate_id=7184,Rangarajan Mohan Kumaramangalam,INC,TAMIL NADU,0,2014
16,45,3100000,SALEM,0,8th Pass,0,candidate.php?candidate_id=4294,Sakthivel S,IND,TAMIL NADU,0,2014
17,39,11428000,SALEM,0,Post Graduate,2416872,candidate.php?candidate_id=4292,Satheesh Kumar E,AAP,TAMIL NADU,0,2014
18,35,149900,SALEM,0,Graduate,0,candidate.php?candidate_id=5701,Senthil Kumar M,IND,TAMIL NADU,0,2014
19,44,25000,SALEM,0,8th Pass,0,candidate.php?candidate_id=5692,Shanmugam G,Makkal Manadu Katchi,TAMIL NADU,0,2014
20,47,339159159,SALEM,6,Graduate,96626000,candidate.php?candidate_id=7183,Sudhish L K,DMDK,TAMIL NADU,0,2014
21,40,856000,SALEM,0,12th Pass,100000,candidate.php?candidate_id=5703,Thiagarajan K,IND,TAMIL NADU,0,2014
22,41,730000,SALEM,0,8th Pass,0,candidate.php?candidate_id=5694,Umarani S W/O Sivakumar,IND,TAMIL NADU,0,2014
23,54,13571624,SALEM,0,Post Graduate,963005,candidate.php?candidate_id=3937,Umarani. S W/O Selvaraj,DMK,TAMIL NADU,0,2014
24,39,197000,SALEM,0,10th Pass,0,candidate.php?candidate_id=5700,Vinayagamoorthi T,BSP,TAMIL NADU,0,2014
